,Product Name,Company,Export Country,Date,Units Sold,unit_price,Profit per unit,Export Value,Destination Port,Transportation Mode,Profit,Cost of goods sold,Profit Margin,company_short
163,Cocoa,Farmgate Nigeria Limited,France,2020-10-29,181,42649.85,4580.52,7719622.85,Lagos,Sea,829074.1200000001,6890548.7299999995,0.11,FNL
164,Cocoa,Agro Export Nigeria Ltd,Sweden,2020-02-03,990,36777.32,8027.19,36409546.8,Lagos,Sea,7946918.1,28462628.699999996,0.22,AENL
165,Cassava,Agro Allied Exporters Nigeria Limited,Italy,2023-04-14,401,29722.65,9701.73,11918782.65,Lagos,Sea,3890393.73,8028388.92,0.33,AAENL
166,Ginger,Agriplus Nigeria Limited,Spain,2021-07-06,631,13405.98,9333.15,8459173.38,Lagos,Sea,5889217.649999999,2569955.7300000014,0.7,ANL
167,Ginger,Greenfield Agro Exporters Nigeria Limited,Switzerland,2020-04-15,175,15018.73,9030.94,2628277.75,Lagos,Sea,1580414.5,1047863.25,0.6,GAENL
168,Rubber,Agro Export Nigeria Ltd,Italy,2022-06-09,737,43567.37,9198.56,32109151.69,Warri,Sea,6779338.72,25329812.970000003,0.21,AENL
169,Sesame,Solid Agro Nigeria Limited,Netherlands,2020-07-12,268,41452.96,9960.67,11109393.28,Port Harcourt,Sea,2669459.56,8439933.719999999,0.24,SANL
170,Rubber,Agriplus Nigeria Limited,Denmark,2023-03-25,661,39910.72,6227.46,26380985.92,Calabar,Sea,4116351.06,22264634.860000003,0.16,ANL
171,Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2023-09-18,907,42974.87,3303.73,38978207.09,Lagos,Sea,2996483.11,35981723.980000004,0.08,AAENL
172,Cassava,Agro Allied Exporters Nigeria Limited,France,2022-10-09,738,39223.54,9221.45,28946972.52,Warri,Sea,6805430.100000001,22141542.419999998,0.24,AAENL
173,Cashew,Golden Farms Nigeria Limited,Denmark,2020-01-09,151,15679.05,8708.71,2367536.55,Warri,Sea,1315015.21,1052521.3399999999,0.56,GFNL
174,Rubber,Agro Export Nigeria Ltd,Netherlands,2021-03-31,804,28787.91,8809.98,23145479.64,Warri,Sea,7083223.92,16062255.72,0.31,AENL
175,Cassava,Golden Farms Nigeria Limited,Spain,2021-12-27,881,47757.87,6806.86,42074683.47,Port Harcourt,Sea,5996843.66,36077839.81,0.14,GFNL
176,Rubber,Nigeria Agro Export Company,Switzerland,2022-02-28,141,44054.32,9201.08,6211659.12,Lagos,Sea,1297352.28,4914306.84,0.21,NAEC
177,Palm Oil,Agro Export Nigeria Ltd,France,2021-07-31,407,46822.22,6834.45,19056643.54,Calabar,Sea,2781621.15,16275022.389999999,0.15,AENL
178,Sesame,Golden Farms Nigeria Limited,Italy,2023-08-05,864,37353.61,9363.41,32273519.04,Calabar,Sea,8089986.24,24183532.799999997,0.25,GFNL
179,Palm Oil,Agro Export Nigeria Ltd,Germany,2022-11-07,184,13442.51,6666.22,2473421.84,Lagos,Sea,1226584.48,1246837.3599999999,0.5,AENL
180,Cashew,Agriplus Nigeria Limited,Switzerland,2020-05-25,890,20914.84,7851.32,18614207.6,Lagos,Sea,6987674.8,11626532.8,0.38,ANL
181,Palm Oil,Greenfield Agro Exporters Nigeria Limited,Italy,2020-07-18,814,45418.18,2352.81,36970398.52,Lagos,Sea,1915187.3399999999,35055211.18000001,0.05,GAENL
182,Ginger,Golden Farms Nigeria Limited,Austria,2021-07-13,999,16092.91,5565.11,16076817.09,Warri,Sea,5559544.89,10517272.2,0.35,GFNL
183,Palm Oil,Farmgate Nigeria Limited,Belgium,2023-07-04,278,20419.17,5664.55,5676529.26,Warri,Sea,1574744.9000000001,4101784.3599999994,0.28,FNL
184,Rubber,Agriplus Nigeria Limited,Switzerland,2021-10-06,267,17307.3,9600.96,4621049.1,Calabar,Sea,2563456.32,2057592.7799999998,0.55,ANL
185,Cassava,Golden Farms Nigeria Limited,Austria,2021-07-05,805,40476.83,9454.84,32583848.15,Port Harcourt,Sea,7611146.2,24972701.95,0.23,GFNL
186,Ginger,Agriplus Nigeria Limited,Spain,2020-12-12,568,39056.87,7655.01,22184302.16,Lagos,Sea,4348045.68,17836256.48,0.2,ANL
187,Cocoa,Agro Export Nigeria Ltd,Denmark,2020-05-26,798,43030.42,5718.02,34338275.16,Port Harcourt,Sea,4562979.96,29775295.199999996,0.13,AENL
188,Cassava,Prime Agro Exports Nigeria Limited,Italy,2020-10-14,405,49485.77,8763.98,20041736.85,Warri,Sea,3549411.9,16492324.950000001,0.18,PAENL
189,Ginger,Solid Agro Nigeria Limited,France,2023-04-05,347,17266.35,8076.81,5991423.45,Calabar,Sea,2802653.0700000003,3188770.38,0.47,SANL
190,Plantain,Agro Allied Exporters Nigeria Limited,France,2022-08-19,346,43082.11,9731.66,14906410.06,Lagos,Sea,3367154.36,11539255.700000001,0.23,AAENL
191,Sesame,Nigerian Export Promotion Council (NEPC),Belgium,2023-08-17,478,15759.34,9407.02,7532964.52,Lagos,Sea,4496555.5600000005,3036408.959999999,0.6,NEPC
192,Sesame,Golden Farms Nigeria Limited,Spain,2023-01-15,406,39603.82,5227.59,16079150.92,Lagos,Sea,2122401.54,13956749.379999999,0.13,GFNL
193,Ginger,Farmgate Nigeria Limited,Germany,2022-02-02,306,28489.69,5983.88,8717845.14,Lagos,Sea,1831067.28,6886777.86,0.21,FNL
194,Rubber,Farmgate Nigeria Limited,Spain,2020-06-11,673,20247.87,6035.27,13626816.51,Warri,Sea,4061736.7100000004,9565079.799999999,0.3,FNL
195,Palm Oil,Agro Export Nigeria Ltd,Spain,2021-10-07,795,39866.44,8970.09,31693819.8,Port Harcourt,Sea,7131221.55,24562598.25,0.23,AENL
196,Cashew,Agro Export Nigeria Ltd,Netherlands,2021-08-17,293,35250.96,4432.89,10328531.28,Lagos,Sea,1298836.77,9029694.51,0.13,AENL
197,Sesame,Golden Farms Nigeria Limited,Denmark,2022-02-19,679,35641.08,6425.87,24200293.32,Warri,Sea,4363165.7299999995,19837127.59,0.18,GFNL
198,Ginger,Nigerian Export Promotion Council (NEPC),Belgium,2022-02-21,331,27941.06,2011.49,9248490.86,Port Harcourt,Sea,665803.1900000001,8582687.67,0.07,NEPC
199,Cassava,Golden Farms Nigeria Limited,Germany,2022-05-02,928,22893.46,4425.03,21245130.88,Lagos,Sea,4106427.84,17138703.04,0.19,GFNL
200,Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2020-11-21,706,35409.89,6520.0,24999382.34,Port Harcourt,Sea,4603120.0,20396262.34,0.18,PAENL
201,Rubber,Solid Agro Nigeria Limited,Belgium,2022-02-11,877,36520.61,6211.19,32028574.97,Lagos,Sea,5447213.63,26581361.34,0.17,SANL
202,Rubber,Solid Agro Nigeria Limited,Denmark,2021-02-09,957,27374.69,9259.27,26197578.33,Calabar,Sea,8861121.39,17336456.939999998,0.34,SANL
203,Cassava,Golden Farms Nigeria Limited,Belgium,2021-01-20,766,13513.38,4155.0,10351249.08,Lagos,Sea,3182730.0,7168519.08,0.31,GFNL
204,Cashew,Nigeria Agro Export Company,Sweden,2022-01-12,223,41689.96,7172.86,9296861.08,Lagos,Sea,1599547.78,7697313.3,0.17,NAEC
205,Cashew,Golden Farms Nigeria Limited,Germany,2023-02-08,998,30576.8,2142.19,30515646.4,Lagos,Sea,2137905.62,28377740.779999997,0.07,GFNL
206,Palm Oil,Solid Agro Nigeria Limited,Austria,2022-10-24,301,15004.45,9281.36,4516339.45,Lagos,Sea,2793689.3600000003,1722650.0899999999,0.62,SANL
207,Sesame,Agro Export Nigeria Ltd,Sweden,2022-03-03,757,33275.53,8144.09,25189576.21,Lagos,Sea,6165076.13,19024500.080000002,0.24,AENL
208,Cassava,Greenfield Agro Exporters Nigeria Limited,Germany,2022-03-16,967,17287.05,9822.65,16716577.35,Lagos,Sea,9498502.549999999,7218074.800000001,0.57,GAENL
209,Cassava,Solid Agro Nigeria Limited,Germany,2020-02-13,531,16488.41,7791.27,8755345.71,Warri,Sea,4137164.37,4618181.340000001,0.47,SANL
210,Cashew,Agro Allied Exporters Nigeria Limited,Sweden,2022-03-10,228,27992.79,4627.45,6382356.12,Calabar,Sea,1055058.5999999999,5327297.5200000005,0.17,AAENL
211,Sesame,Agro Export Nigeria Ltd,Italy,2021-12-11,846,35637.29,4083.88,30149147.34,Port Harcourt,Sea,3454962.48,26694184.86,0.11,AENL
212,Palm Oil,Agro Allied Exporters Nigeria Limited,Germany,2020-05-25,246,28229.09,2527.76,6944356.14,Lagos,Sea,621828.9600000001,6322527.18,0.09,AAENL
213,Cassava,Solid Agro Nigeria Limited,Netherlands,2022-03-04,500,48937.95,2835.78,24468975.0,Lagos,Sea,1417890.0,23051085.0,0.06,SANL
214,Sesame,Prime Agro Exports Nigeria Limited,Italy,2023-09-12,662,39462.23,2455.18,26123996.26,Port Harcourt,Sea,1625329.16,24498667.1,0.06,PAENL
215,Cocoa,Farmgate Nigeria Limited,Germany,2023-04-14,166,21132.81,7252.84,3508046.46,Lagos,Sea,1203971.44,2304075.02,0.34,FNL
216,Sesame,Prime Agro Exports Nigeria Limited,Sweden,2022-03-14,113,44959.45,6092.14,5080417.85,Lagos,Sea,688411.8200000001,4392006.029999999,0.14,PAENL
217,Rubber,Nigerian Export Promotion Council (NEPC),Switzerland,2023-12-28,763,44083.97,2597.65,33636069.11,Warri,Sea,1982006.95,31654062.16,0.06,NEPC
218,Cashew,Agro Export Nigeria Ltd,Sweden,2021-07-18,319,26580.33,9531.2,8479125.27,Lagos,Sea,3040452.8000000003,5438672.469999999,0.36,AENL
219,Plantain,Nigeria Agro Export Company,Netherlands,2022-11-14,167,22070.13,2572.19,3685711.71,Calabar,Sea,429555.73,3256155.98,0.12,NAEC
220,Cassava,Nigeria Agro Export Company,Austria,2022-03-23,554,12910.73,6115.26,7152544.42,Lagos,Sea,3387854.04,3764690.38,0.47,NAEC
221,Plantain,Agriplus Nigeria Limited,Switzerland,2023-03-27,684,42655.08,4144.4,29176074.72,Lagos,Sea,2834769.5999999996,26341305.119999997,0.1,ANL
222,Sesame,Agriplus Nigeria Limited,Spain,2020-03-19,619,40038.51,7040.64,24783837.69,Port Harcourt,Sea,4358156.16,20425681.53,0.18,ANL
223,Cocoa,Agriplus Nigeria Limited,Austria,2021-02-15,520,25128.16,3894.72,13066643.2,Lagos,Sea,2025254.4,11041388.799999999,0.15,ANL
224,Ginger,Farmgate Nigeria Limited,Switzerland,2022-05-04,899,27430.43,9404.06,24659956.57,Calabar,Sea,8454249.94,16205706.63,0.34,FNL
225,Cashew,Agro Export Nigeria Ltd,Belgium,2022-04-24,179,11948.5,8565.61,2138781.5,Lagos,Sea,1533244.1900000002,605537.3099999998,0.72,AENL
226,Cashew,Agro Export Nigeria Ltd,Austria,2020-09-11,481,28731.34,7792.24,13819774.54,Port Harcourt,Sea,3748067.44,10071707.1,0.27,AENL
227,Cashew,Golden Farms Nigeria Limited,Italy,2020-03-13,592,10021.32,7255.38,5932621.44,Lagos,Sea,4295184.96,1637436.4800000004,0.72,GFNL
228,Cocoa,Farmgate Nigeria Limited,Netherlands,2022-04-29,339,45625.14,4973.87,15466922.46,Lagos,Sea,1686141.93,13780780.530000001,0.11,FNL
229,Ginger,Agro Export Nigeria Ltd,Italy,2020-10-15,686,20272.96,8833.63,13907250.56,Lagos,Sea,6059870.18,7847380.380000001,0.44,AENL
230,Cassava,Nigeria Agro Export Company,Sweden,2023-01-13,787,28262.15,4658.3,22242312.05,Lagos,Sea,3666082.1,18576229.95,0.16,NAEC
231,Sesame,Agriplus Nigeria Limited,Netherlands,2021-10-18,807,18090.87,7265.71,14599332.09,Lagos,Sea,5863427.97,8735904.120000001,0.4,ANL
232,Sesame,Golden Farms Nigeria Limited,Italy,2023-03-30,663,30675.14,2723.64,20337617.82,Port Harcourt,Sea,1805773.3199999998,18531844.5,0.09,GFNL
233,Cashew,Greenfield Agro Exporters Nigeria Limited,Netherlands,2023-10-10,561,12953.71,2565.69,7267031.31,Lagos,Sea,1439352.09,5827679.22,0.2,GAENL
234,Cassava,Nigeria Agro Export Company,Belgium,2022-03-15,163,16244.54,9874.64,2647860.02,Lagos,Sea,1609566.3199999998,1038293.7000000002,0.61,NAEC
235,Ginger,Agro Export Nigeria Ltd,Spain,2020-08-11,467,17621.38,4867.75,8229184.46,Lagos,Sea,2273239.25,5955945.21,0.28,AENL
236,Palm Oil,Agro Export Nigeria Ltd,Denmark,2023-06-14,211,16085.4,7668.27,3394019.4,Port Harcourt,Sea,1618004.9700000002,1776014.4299999997,0.48,AENL
237,Sesame,Agro Export Nigeria Ltd,Denmark,2022-04-20,674,31768.74,3973.93,21412130.76,Lagos,Sea,2678428.82,18733701.94,0.13,AENL
238,Cocoa,Agriplus Nigeria Limited,Italy,2021-12-13,564,18024.78,9857.87,10165975.92,Lagos,Sea,5559838.680000001,4606137.239999999,0.55,ANL
239,Cocoa,Golden Farms Nigeria Limited,Denmark,2023-12-17,856,25955.18,8075.39,22217634.08,Warri,Sea,6912533.84,15305100.239999998,0.31,GFNL
240,Sesame,Agro Export Nigeria Ltd,Switzerland,2023-06-08,228,18716.18,5460.56,4267289.04,Calabar,Sea,1245007.6800000002,3022281.36,0.29,AENL
241,Cashew,Agro Export Nigeria Ltd,Spain,2023-12-04,413,13305.43,7780.18,5495142.59,Port Harcourt,Sea,3213214.3400000003,2281928.2499999995,0.58,AENL
242,Plantain,Golden Farms Nigeria Limited,Switzerland,2022-08-11,780,16243.24,7099.21,12669727.2,Port Harcourt,Sea,5537383.8,7132343.399999999,0.44,GFNL
243,Rubber,Nigeria Agro Export Company,Italy,2022-09-28,951,18275.44,8704.65,17379943.44,Lagos,Sea,8278122.149999999,9101821.290000003,0.48,NAEC
244,Cassava,Nigeria Agro Export Company,France,2020-02-05,385,49366.58,9252.64,19006133.3,Calabar,Sea,3562266.4,15443866.9,0.19,NAEC
245,Cassava,Agro Export Nigeria Ltd,Switzerland,2021-07-16,182,11360.04,3424.28,2067527.28,Calabar,Sea,623218.9600000001,1444308.3199999998,0.3,AENL
246,Palm Oil,Agro Export Nigeria Ltd,Netherlands,2020-02-18,322,44206.36,2884.76,14234447.92,Lagos,Sea,928892.7200000001,13305555.2,0.07,AENL
247,Plantain,Farmgate Nigeria Limited,Sweden,2022-06-26,486,38153.09,9878.35,18542401.74,Warri,Sea,4800878.100000001,13741523.639999997,0.26,FNL
248,Plantain,Golden Farms Nigeria Limited,France,2023-05-06,460,42176.76,2762.91,19401309.6,Lagos,Sea,1270938.5999999999,18130371.0,0.07,GFNL
249,Rubber,Greenfield Agro Exporters Nigeria Limited,Sweden,2022-02-26,450,47731.6,3122.51,21479220.0,Lagos,Sea,1405129.5,20074090.5,0.07,GAENL
250,Ginger,Agriplus Nigeria Limited,Switzerland,2023-10-29,931,44314.68,7504.88,41256967.08,Lagos,Sea,6987043.28,34269923.8,0.17,ANL
251,Rubber,Agro Allied Exporters Nigeria Limited,Spain,2022-12-31,383,22247.16,2470.18,8520662.28,Lagos,Sea,946078.94,7574583.34,0.11,AAENL
252,Palm Oil,Nigerian Export Promotion Council (NEPC),Switzerland,2022-06-03,229,10532.67,8592.31,2411981.43,Lagos,Sea,1967638.99,444342.4400000002,0.82,NEPC
253,Cashew,Nigerian Export Promotion Council (NEPC),France,2021-04-12,777,30049.86,4993.55,23348741.22,Calabar,Sea,3879988.35,19468752.869999997,0.17,NEPC
254,Cashew,Solid Agro Nigeria Limited,Denmark,2021-02-24,973,13019.66,7802.91,12668129.18,Lagos,Sea,7592231.43,5075897.75,0.6,SANL
255,Cassava,Solid Agro Nigeria Limited,Denmark,2020-12-23,395,10195.24,6032.84,4027119.8,Calabar,Sea,2382971.8000000003,1644147.9999999995,0.59,SANL
256,Palm Oil,Solid Agro Nigeria Limited,Denmark,2020-07-26,663,11700.02,5979.08,7757113.26,Port Harcourt,Sea,3964130.04,3792983.2199999997,0.51,SANL
257,Rubber,Agro Allied Exporters Nigeria Limited,Switzerland,2020-11-21,504,37053.01,4393.65,18674717.04,Lagos,Sea,2214399.5999999996,16460317.44,0.12,AAENL
258,Palm Oil,Nigerian Export Promotion Council (NEPC),France,2022-01-08,461,17111.71,4498.67,7888498.31,Lagos,Sea,2073886.87,5814611.4399999995,0.26,NEPC
259,Sesame,Nigerian Export Promotion Council (NEPC),Spain,2023-11-26,964,19492.46,7012.52,18790731.44,Warri,Sea,6760069.28,12030662.16,0.36,NEPC
260,Plantain,Prime Agro Exports Nigeria Limited,Austria,2023-04-18,464,46932.39,8782.04,21776628.96,Lagos,Sea,4074866.5600000005,17701762.4,0.19,PAENL
261,Ginger,Golden Farms Nigeria Limited,Spain,2022-04-04,296,10142.15,6846.41,3002076.4,Lagos,Sea,2026537.3599999999,975539.04,0.68,GFNL
262,Rubber,Golden Farms Nigeria Limited,Germany,2021-01-25,371,12445.21,5153.77,4617172.91,Calabar,Sea,1912048.6700000002,2705124.24,0.41,GFNL
263,Palm Oil,Solid Agro Nigeria Limited,Italy,2023-05-07,883,14518.98,2316.41,12820259.34,Warri,Sea,2045390.0299999998,10774869.31,0.16,SANL
264,Cashew,Farmgate Nigeria Limited,Belgium,2020-09-16,158,33199.44,5295.09,5245511.52,Lagos,Sea,836624.22,4408887.3,0.16,FNL
265,Cocoa,Farmgate Nigeria Limited,Belgium,2020-11-11,839,20194.91,4050.93,16943529.49,Port Harcourt,Sea,3398730.27,13544799.219999999,0.2,FNL
266,Cocoa,Solid Agro Nigeria Limited,Sweden,2022-09-06,752,33682.2,2116.71,25329014.4,Lagos,Sea,1591765.92,23737248.479999997,0.06,SANL
267,Cashew,Agriplus Nigeria Limited,Denmark,2023-08-29,296,28499.89,4918.31,8435967.44,Calabar,Sea,1455819.76,6980147.68,0.17,ANL
268,Cocoa,Solid Agro Nigeria Limited,France,2023-11-30,896,37856.44,8880.76,33919370.24,Lagos,Sea,7957160.96,25962209.28,0.23,SANL
269,Palm Oil,Agro Allied Exporters Nigeria Limited,Denmark,2021-02-27,919,12736.81,5369.17,11705128.39,Lagos,Sea,4934267.23,6770861.16,0.42,AAENL
270,Rubber,Nigeria Agro Export Company,Italy,2020-04-17,824,10293.39,3434.07,8481753.36,Lagos,Sea,2829673.68,5652079.68,0.33,NAEC
271,Ginger,Solid Agro Nigeria Limited,Denmark,2023-10-31,912,36518.14,7764.13,33304543.68,Lagos,Sea,7080886.5600000005,26223657.119999997,0.21,SANL
272,Cashew,Greenfield Agro Exporters Nigeria Limited,Austria,2023-05-27,296,12168.22,6858.4,3601793.12,Lagos,Sea,2030086.4,1571706.7200000002,0.56,GAENL
273,Cocoa,Nigeria Agro Export Company,Belgium,2021-07-07,571,27712.14,6221.24,15823631.94,Lagos,Sea,3552328.04,12271303.899999999,0.22,NAEC
274,Cocoa,Golden Farms Nigeria Limited,Netherlands,2021-02-26,999,35396.62,6036.55,35361223.38,Warri,Sea,6030513.45,29330709.930000003,0.17,GFNL
275,Cocoa,Agriplus Nigeria Limited,Switzerland,2020-07-29,355,19246.61,2599.13,6832546.55,Lagos,Sea,922691.15,5909855.399999999,0.14,ANL
276,Plantain,Agro Allied Exporters Nigeria Limited,Italy,2020-03-06,368,30048.91,2336.56,11057998.88,Lagos,Sea,859854.08,10198144.8,0.08,AAENL
277,Rubber,Golden Farms Nigeria Limited,Netherlands,2020-06-11,794,34804.99,8456.36,27635162.06,Calabar,Sea,6714349.840000001,20920812.22,0.24,GFNL
278,Plantain,Nigerian Export Promotion Council (NEPC),France,2022-03-05,426,27262.69,8439.65,11613905.94,Lagos,Sea,3595290.9,8018615.039999999,0.31,NEPC
279,Cashew,Greenfield Agro Exporters Nigeria Limited,Austria,2022-04-05,318,24796.29,9931.61,7885220.22,Port Harcourt,Sea,3158251.98,4726968.24,0.4,GAENL
280,Cassava,Agro Export Nigeria Ltd,Germany,2023-03-09,553,25956.06,4281.77,14353701.18,Lagos,Sea,2367818.81,11985882.37,0.16,AENL
281,Rubber,Farmgate Nigeria Limited,France,2020-06-08,133,10598.63,2227.19,1409617.79,Port Harcourt,Sea,296216.27,1113401.52,0.21,FNL
282,Ginger,Agriplus Nigeria Limited,Austria,2020-07-18,361,23661.98,2145.57,8541974.78,Lagos,Sea,774550.77,7767424.01,0.09,ANL
283,Cashew,Nigerian Export Promotion Council (NEPC),Belgium,2021-11-16,810,37294.98,9804.7,30208933.8,Lagos,Sea,7941807.000000001,22267126.8,0.26,NEPC
284,Cassava,Prime Agro Exports Nigeria Limited,Denmark,2023-09-08,205,26036.36,8100.15,5337453.8,Calabar,Sea,1660530.75,3676923.05,0.31,PAENL
285,Cashew,Nigeria Agro Export Company,Austria,2021-07-05,305,18218.73,9792.49,5556712.65,Lagos,Sea,2986709.4499999997,2570003.2000000007,0.54,NAEC
286,Ginger,Farmgate Nigeria Limited,Germany,2021-06-18,892,30720.69,8022.12,27402855.48,Warri,Sea,7155731.04,20247124.44,0.26,FNL
287,Plantain,Solid Agro Nigeria Limited,Netherlands,2022-07-25,933,18835.79,6247.48,17573792.07,Warri,Sea,5828898.84,11744893.23,0.33,SANL
288,Rubber,Farmgate Nigeria Limited,France,2021-10-20,608,24486.35,2380.14,14887700.8,Lagos,Sea,1447125.1199999999,13440575.680000002,0.1,FNL
289,Cocoa,Prime Agro Exports Nigeria Limited,Netherlands,2023-03-20,383,10974.92,2308.78,4203394.36,Warri,Sea,884262.7400000001,3319131.62,0.21,PAENL
290,Plantain,Agriplus Nigeria Limited,Italy,2021-02-20,662,48735.7,3116.32,32263033.4,Warri,Sea,2063003.84,30200029.56,0.06,ANL
291,Sesame,Golden Farms Nigeria Limited,Switzerland,2020-05-07,995,23095.37,8369.26,22979893.15,Lagos,Sea,8327413.7,14652479.45,0.36,GFNL
292,Plantain,Agriplus Nigeria Limited,Germany,2021-11-17,914,34678.88,3227.13,31696496.32,Lagos,Sea,2949596.8200000003,28746899.5,0.09,ANL
293,Sesame,Nigerian Export Promotion Council (NEPC),Italy,2020-11-09,109,26372.46,8505.26,2874598.14,Lagos,Sea,927073.34,1947524.8000000003,0.32,NEPC
294,Ginger,Greenfield Agro Exporters Nigeria Limited,Germany,2022-04-24,706,47962.4,8161.97,33861454.4,Port Harcourt,Sea,5762350.82,28099103.58,0.17,GAENL
295,Cashew,Nigerian Export Promotion Council (NEPC),Austria,2022-02-25,928,43869.35,7665.68,40710756.8,Lagos,Sea,7113751.04,33597005.76,0.17,NEPC
296,Palm Oil,Nigerian Export Promotion Council (NEPC),France,2021-10-04,535,48301.99,9496.39,25841564.65,Calabar,Sea,5080568.649999999,20760996.0,0.2,NEPC
297,Cashew,Solid Agro Nigeria Limited,Sweden,2020-11-06,413,28753.55,6243.28,11875216.15,Lagos,Sea,2578474.6399999997,9296741.510000002,0.22,SANL
298,Cocoa,Prime Agro Exports Nigeria Limited,Austria,2020-10-29,953,30715.74,7323.65,29272100.22,Warri,Sea,6979438.449999999,22292661.77,0.24,PAENL
299,Plantain,Greenfield Agro Exporters Nigeria Limited,Sweden,2022-04-15,926,24045.41,4426.14,22266049.66,Calabar,Sea,4098605.64,18167444.02,0.18,GAENL
300,Plantain,Golden Farms Nigeria Limited,Spain,2023-07-13,951,30767.55,2982.69,29259940.05,Lagos,Sea,2836538.19,26423401.86,0.1,GFNL
301,Cashew,Prime Agro Exports Nigeria Limited,Italy,2021-04-01,394,47388.5,9454.03,18671069.0,Lagos,Sea,3724887.8200000003,14946181.18,0.2,PAENL
302,Rubber,Nigerian Export Promotion Council (NEPC),Belgium,2022-06-30,317,15822.44,8639.12,5015713.48,Lagos,Sea,2738601.04,2277112.4400000004,0.55,NEPC
303,Rubber,Agriplus Nigeria Limited,Belgium,2022-06-24,987,22652.61,3695.28,22358126.07,Lagos,Sea,3647241.3600000003,18710884.71,0.16,ANL
304,Cassava,Nigeria Agro Export Company,Switzerland,2020-06-28,427,29828.71,2279.98,12736859.17,Lagos,Sea,973551.46,11763307.71,0.08,NAEC
305,Palm Oil,Golden Farms Nigeria Limited,Denmark,2022-12-18,357,18747.68,6313.93,6692921.76,Lagos,Sea,2254073.0100000002,4438848.75,0.34,GFNL
306,Palm Oil,Golden Farms Nigeria Limited,Austria,2020-11-10,596,30068.44,2819.55,17920790.24,Lagos,Sea,1680451.8,16240338.439999998,0.09,GFNL
307,Palm Oil,Nigeria Agro Export Company,Italy,2023-04-04,671,28843.84,8442.44,19354216.64,Lagos,Sea,5664877.24,13689339.4,0.29,NAEC
308,Cocoa,Agro Export Nigeria Ltd,Italy,2021-10-06,660,29898.29,3852.77,19732871.4,Lagos,Sea,2542828.2,17190043.2,0.13,AENL
309,Rubber,Greenfield Agro Exporters Nigeria Limited,Germany,2020-12-31,374,46332.41,6794.61,17328321.34,Lagos,Sea,2541184.1399999997,14787137.2,0.15,GAENL
310,Ginger,Nigerian Export Promotion Council (NEPC),Germany,2022-09-12,471,11415.43,8345.6,5376667.53,Lagos,Sea,3930777.6,1445889.9300000002,0.73,NEPC
311,Sesame,Agro Export Nigeria Ltd,Switzerland,2022-02-23,109,30617.79,6262.87,3337339.11,Warri,Sea,682652.83,2654686.28,0.2,AENL
312,Plantain,Agriplus Nigeria Limited,Denmark,2022-01-10,643,49198.6,9700.95,31634699.8,Calabar,Sea,6237710.850000001,25396988.95,0.2,ANL
313,Cassava,Greenfield Agro Exporters Nigeria Limited,Netherlands,2023-09-10,415,43916.15,2860.69,18225202.25,Lagos,Sea,1187186.35,17038015.9,0.07,GAENL
314,Cocoa,Agriplus Nigeria Limited,France,2023-01-18,507,25077.0,4342.19,12714039.0,Calabar,Sea,2201490.3299999996,10512548.67,0.17,ANL
315,Ginger,Agro Allied Exporters Nigeria Limited,Sweden,2023-03-31,132,19176.7,2330.18,2531324.4,Lagos,Sea,307583.75999999995,2223740.64,0.12,AAENL
316,Cashew,Nigerian Export Promotion Council (NEPC),Sweden,2020-04-19,636,18138.26,6241.93,11535933.36,Lagos,Sea,3969867.48,7566065.879999999,0.34,NEPC
317,Plantain,Nigeria Agro Export Company,Spain,2020-04-24,298,48711.59,8683.01,14516053.82,Warri,Sea,2587536.98,11928516.84,0.18,NAEC
318,Rubber,Farmgate Nigeria Limited,Germany,2020-10-02,405,46606.43,5181.23,18875604.15,Calabar,Sea,2098398.15,16777205.999999998,0.11,FNL
319,Ginger,Agro Allied Exporters Nigeria Limited,Belgium,2022-05-30,115,20772.65,2751.58,2388854.75,Port Harcourt,Sea,316431.7,2072423.05,0.13,AAENL
320,Plantain,Farmgate Nigeria Limited,Belgium,2022-06-23,883,28437.69,8368.84,25110480.27,Lagos,Sea,7389685.72,17720794.55,0.29,FNL
321,Rubber,Golden Farms Nigeria Limited,Switzerland,2022-10-29,616,33656.08,6167.99,20732145.28,Lagos,Sea,3799481.84,16932663.44,0.18,GFNL
322,Sesame,Nigerian Export Promotion Council (NEPC),France,2020-08-31,895,43973.47,2448.05,39356255.65,Port Harcourt,Sea,2191004.75,37165250.9,0.06,NEPC
323,Cashew,Nigerian Export Promotion Council (NEPC),Switzerland,2021-09-04,369,13952.52,6188.94,5148479.88,Lagos,Sea,2283718.86,2864761.02,0.44,NEPC
324,Cashew,Nigeria Agro Export Company,Netherlands,2023-12-17,506,49365.93,8498.57,24979160.58,Lagos,Sea,4300276.42,20678884.159999996,0.17,NAEC
325,Rubber,Golden Farms Nigeria Limited,Italy,2022-02-28,379,12061.24,8671.99,4571209.96,Port Harcourt,Sea,3286684.21,1284525.75,0.72,GFNL
326,Cassava,Solid Agro Nigeria Limited,France,2022-10-04,269,28501.42,4486.79,7666881.98,Lagos,Sea,1206946.51,6459935.470000001,0.16,SANL
327,Ginger,Agro Export Nigeria Ltd,Netherlands,2020-03-25,372,20678.92,6836.12,7692558.24,Warri,Sea,2543036.64,5149521.6,0.33,AENL
